"YEAR","ZIPCODE","PerinatalDisorders","PregnancyBirthPuerperium","CongenitalAnomalies","BloodBloodformingOrgans","Circulatory","Digestive","Endocrine","Respiratory","NervousSensory","Musculoskeletal","Neoplasms","Genitourinary","Infections","InjuriesPoisoning","MentalIllness","Skin","Symptoms","Other","EDvisits","Age_0_9","Age_10_59","Age_60_79","Age_80_and_Over"
"2005","90001",11.2642420520836,713.670192871298,3.21835487202389,28.1606051302091,181.032461551344,1896.41560834008,187.469171295392,3334.21564741675,1127.22879392637,597.809417478438,15.2871856421135,1124.81502777235,405.51271387501,3547.43165768834,372.524576436766,781.2556451838,2841.00276327909,246.204147709828,17414.5182125213,6541.30627738856,9634.94989812153,985.621179557317,252.640857453876
"2005","90002",24.2188948848522,789.805072078235,51.1287780902435,121.094474424261,2004.78629880165,2879.35750297687,795.187048719313,6026.46834384738,2285.99457829799,3979.97172607737,170.877758354235,2898.19442122064,2220.06536444478,9100.92250006334,5173.42504623648,2637.16855412835,8730.91160598921,8868.1520103367,58757.7299789719,9193.76159712194,45138.6380887234,3901.93306478174,522.051734184591
"2005","90003",34.2132705023942,1115.73276582808,72.2280155050544,171.066352511971,2832.09850269818,4067.57771528464,1123.33571482861,8513.40214334575,3229.35258797598,5622.38078589344,241.393630766892,4094.1880367865,3136.21646271947,12856.5867598997,7308.33472676142,3725.4450102607,12333.8840161131,12527.7592156267,83005.1957133085,12987.7376301589,63765.9332674622,5512.13802538573,737.486053051608
"2005","90004",1.24799541809851,39.9358533791523,0,28.7038946162657,252.095074455899,500.446162657503,187.199312714777,491.710194730813,250.847079037801,448.030355097365,62.3997709049255,420.574455899198,98.5916380297824,1277.94730813288,159.743413516609,287.038946162658,1260.4753722795,234.62313860252,6002.85796105384,123.551546391753,3731.50630011455,1521.30641466208,626.493699885453
"2005","90005",1.27096448409359,60.3708129944454,1.27096448409359,25.4192896818717,236.399394041407,314.563709813163,134.72223531392,624.679043931998,322.189496717724,496.947113280592,12.0741625988891,301.854064972227,144.889951186669,1922.33378219155,452.463356337317,296.770207035853,1347.85783538125,315.834674297256,7011.91105874432,335.534623800707,5141.05133815856,943.055647197442,592.269449587612
"2005","90006",1.2012218403971,38.4390988927071,0,27.6281023291333,242.646811760214,481.689957999236,180.183276059565,473.281405116457,241.445589919817,431.238640702558,60.0610920198549,404.811760213822,94.8965253913707,1230.05116456663,153.756395570829,276.281023291333,1213.23405880107,225.829705994654,5777.87705231004,118.920962199313,3591.65330278732,1464.28942344406,603.013363879343
"2005","90007",4,0,16,3,9,13,1,22,25,448,6,7,7,5426,7,30,43,1089,7156,2350,4613,167,26
"2005","90008",1.11348257869046,52.8904224877967,1.11348257869046,22.2696515738091,207.107759636425,275.586938225888,118.029153341188,547.276687426359,282.267833698031,435.371688267968,10.5780844975593,264.452112438983,126.937013970712,1684.14240026931,396.399798013802,259.998182124222,1180.84827470123,276.700420804578,6143.08338663525,293.95940077428,4504.0370308029,826.204073388319,518.882881669753
"2005","90010",0.140885372832856,6.69205520956068,0.140885372832856,2.81770745665713,26.2046793469113,34.869129776132,14.9338495202828,69.2451607473489,35.7144420131291,55.0861807776469,1.33841104191214,33.4602760478034,16.0609325029456,213.089126409695,50.1551927284969,32.896734556472,149.408937889244,35.0100151489648,777.264601918869,37.1937384278741,569.881333108904,104.536946641979,65.6525837401111
"2005","90011",10.3445517510487,0,41.3782070041947,7.75841381328651,23.2752414398595,33.6197931909082,2.58613793776217,56.8950346307677,64.6534484440542,1158.58979611745,15.516827626573,18.1029655643352,18.1029655643352,14032.3844502975,18.1029655643352,77.5841381328651,111.203931323773,2816.304214223,18506.4030826261,6077.4241537411,11929.8543068969,431.885035606282,67.2395863818164
"2005","90012",62.8159560408987,1252.30959170898,20.0476455449677,92.2191695068512,930.210753286499,2368.29519371218,601.42936634903,2803.99735688948,1316.46205745288,1777.55790498713,121.622382972804,1510.25596438756,662.908812686931,7140.97134311748,2217.26959727342,1057.17917507129,3984.13542463657,1821.66272518606,29741.350420811,2610.20344995479,21989.5941434235,3797.02406621687,1344.52876121583
