"YEAR","ZIPCODE","PerinatalDisorders","PregnancyBirthPuerperium","CongenitalAnomalies","BloodBloodformingOrgans","Circulatory","Digestive","Endocrine","Respiratory","NervousSensory","Musculoskeletal","Neoplasms","Genitourinary","Infections","InjuriesPoisoning","MentalIllness","Skin","Symptoms","Other","EDvisits","Age_0_9","Age_10_59","Age_60_79","Age_80_and_Over"
"2005","90001",5.54589425564196,351.372014625315,1.5845412158977,13.8647356391049,89.1304433942457,933.690911467721,92.2995258260411,1641.58469967002,554.98556086817,294.328530852998,7.52657077551408,553.797154956247,199.65219320311,1746.56055522324,183.410645740159,384.647380159167,1398.7537583337,121.217403016174,8573.95251922246,3220.58002131208,4743.72026509375,485.265747368671,124.38648544797
"2005","90002",4.76996827971094,155.553965566129,10.0699330349453,23.8498413985547,394.847374264961,567.096228810078,156.613958517176,1186.92710693474,450.23200595716,783.864787299165,33.6547761957383,570.806204138742,437.247092306836,1792.44808022027,1018.91822419381,519.396546012969,1719.57356483579,1746.60338508749,11572.4730430543,1810.73295862583,8890.16088043014,768.494889508985,102.819316251547
"2005","90003",4.76996827971094,155.553965566129,10.0699330349453,23.8498413985547,394.847374264961,567.096228810078,156.613958517176,1186.92710693474,450.23200595716,783.864787299165,33.6547761957383,570.806204138742,437.247092306836,1792.44808022027,1018.91822419381,519.396546012969,1719.57356483579,1746.60338508749,11572.4730430543,1810.73295862583,8890.16088043014,768.494889508985,102.819316251547
"2005","90004",0.332866211083779,10.6517187546809,0,7.65592285492692,67.2389746389234,133.479350644595,49.9299316625669,131.149287167009,66.9061084278396,119.498969779077,16.643310554189,112.175913135234,26.2964306756185,340.85500014979,42.6068750187237,76.5592285492692,336.194873194617,62.5788476837505,1601.08647531298,32.9537548972941,995.269971140499,405.763911311127,167.098837964057
"2005","90005",0.953684320952921,45.3000052452638,0.953684320952921,19.0736864190584,177.385283697243,236.036869435848,101.09053802101,468.735843748361,241.758975361566,372.890569492592,9.06000104905275,226.500026226319,108.720012588633,1442.44753544129,339.51161825924,222.685288942507,1011.38222237057,236.990553756801,5261.47639869727,251.772660731571,3857.65307825457,707.633766147068,444.416893564061
"2005","90006",0.332866211083779,10.6517187546809,0,7.65592285492692,67.2389746389234,133.479350644595,49.9299316625669,131.149287167009,66.9061084278396,119.498969779077,16.643310554189,112.175913135234,26.2964306756185,340.85500014979,42.6068750187237,76.5592285492692,336.194873194617,62.5788476837505,1601.08647531298,32.9537548972941,995.269971140499,405.763911311127,167.098837964057
"2005","90007",1.31708923279552,0,5.26835693118209,0.987816924596641,2.96345077378992,4.28054000658545,0.32927230819888,7.24399078037537,8.23180770497201,147.513994073098,1.97563384919328,2.30490615739216,2.30490615739216,1786.63154428713,2.30490615739216,9.87816924596641,14.1587092525519,358.577543628581,2356.27263747119,773.789924267369,1518.93315772144,54.988475469213,8.56108001317089
"2005","90008",0.953684320952921,45.3000052452638,0.953684320952921,19.0736864190584,177.385283697243,236.036869435848,101.09053802101,468.735843748361,241.758975361566,372.890569492592,9.06000104905275,226.500026226319,108.720012588633,1442.44753544129,339.51161825924,222.685288942507,1011.38222237057,236.990553756801,5261.47639869727,251.772660731571,3857.65307825457,707.633766147068,444.416893564061
"2005","90010",0.953684320952921,45.3000052452638,0.953684320952921,19.0736864190584,177.385283697243,236.036869435848,101.09053802101,468.735843748361,241.758975361566,372.890569492592,9.06000104905275,226.500026226319,108.720012588633,1442.44753544129,339.51161825924,222.685288942507,1011.38222237057,236.990553756801,5261.47639869727,251.772660731571,3857.65307825457,707.633766147068,444.416893564061
"2005","90011",1.31708923279552,0,5.26835693118209,0.987816924596641,2.96345077378992,4.28054000658545,0.32927230819888,7.24399078037537,8.23180770497201,147.513994073098,1.97563384919328,2.30490615739216,2.30490615739216,1786.63154428713,2.30490615739216,9.87816924596641,14.1587092525519,358.577543628581,2356.27263747119,773.789924267369,1518.93315772144,54.988475469213,8.56108001317089
"2005","90012",57.2584182057405,1141.51357146338,18.2739632571512,84.0602309828956,847.911895131816,2158.76419277813,548.218897714536,2555.91832756688,1199.99025388626,1620.29140880074,110.862043760051,1376.63856537206,604.259051703133,6509.18571219726,2021.10033624092,963.646995760441,3631.64563130452,1660.49412796647,27110.0336240924,2379.27001608109,20044.1011646606,3461.08864090444,1225.57380244627
"2005","90013",57.2584182057405,1141.51357146338,18.2739632571512,84.0602309828956,847.911895131816,2158.76419277813,548.218897714536,2555.91832756688,1199.99025388626,1620.29140880074,110.862043760051,1376.63856537206,604.259051703133,6509.18571219726,2021.10033624092,963.646995760441,3631.64563130452,1660.49412796647,27110.0336240924,2379.27001608109,20044.1011646606,3461.08864090444,1225.57380244627
"2005","90014",124.973409912785,4328.86619868113,23.9310784939375,271.218889597958,1390.66156136992,4440.54456498617,1385.34354392682,9593.70346734737,6623.59072537758,5514.78408849181,172.835566900659,4132.09955328653,2023.50563709849,20165.9221442246,3204.10550946607,3477.98340778558,20136.6730482876,11175.8136566688,98199.8510955116,23564.1352903638,67738.2471814507,5512.12507977026,1334.8223782174
"2005","90015",124.973409912785,4328.86619868113,23.9310784939375,271.218889597958,1390.66156136992,4440.54456498617,1385.34354392682,9593.70346734737,6623.59072537758,5514.78408849181,172.835566900659,4132.09955328653,2023.50563709849,20165.9221442246,3204.10550946607,3477.98340778558,20136.6730482876,11175.8136566688,98199.8510955116,23564.1352903638,67738.2471814507,5512.12507977026,1334.8223782174
"2005","90016",0.953684320952921,45.3000052452638,0.953684320952921,19.0736864190584,177.385283697243,236.036869435848,101.09053802101,468.735843748361,241.758975361566,372.890569492592,9.06000104905275,226.500026226319,108.720012588633,1442.44753544129,339.51161825924,222.685288942507,1011.38222237057,236.990553756801,5261.47639869727,251.772660731571,3857.65307825457,707.633766147068,444.416893564061
