"YEAR","ZIPCODE","PerinatalDisorders","PregnancyBirthPuerperium","CongenitalAnomalies","BloodBloodformingOrgans","Circulatory","Digestive","Endocrine","Respiratory","NervousSensory","Musculoskeletal","Neoplasms","Genitourinary","Infections","InjuriesPoisoning","MentalIllness","Skin","Symptoms","Other","EDvisits","Age_0_9","Age_10_59","Age_60_79","Age_80_and_Over"
"2005","90001",15.7203255255584,995.994910083593,4.49152157873097,39.300813813896,252.648088803617,2646.62909026723,261.631131961079,4653.21635556529,1573.15543295052,834.300133249279,21.3347274989721,1569.78679176648,565.931718920103,4950.77966015622,519.89362273811,1090.31686323694,3964.89067362477,343.601400772919,24303.6232625133,9129.0176087707,13446.4927263259,1375.52848348636,352.584443930381
"2005","90002",61.358706100307,2000.97558227112,129.535046211759,306.793530501535,5079.13733830319,7294.86839192539,2014.61085029341,15268.0913679597,5791.58009246787,10083.2807024838,432.919759707722,7342.5918300034,5624.54805919481,23057.2382256931,13106.9013864267,6681.28133092232,22119.8135491607,22467.5128837291,148863.038633356,23292.4465990776,114358.99290295,9885.56931616057,1322.62099816217
"2005","90003",86.6795128129365,2826.71522339965,182.990082605088,433.397564064683,7175.1374495153,10305.2309677602,2845.97733735808,21568.7521049524,8181.58290384328,14244.3332722592,611.572118180163,10372.6483666147,7945.62200785251,32572.2347037057,18515.7070425412,9438.43583963086,31247.9643690636,31739.1482750036,210294.129141163,32904.5061694886,161551.349769355,13965.032619862,1868.42505396774
"2005","90004",2.64731114101759,84.7139565125628,0,60.8881562434045,534.756850485552,1061.57176754805,397.096671152638,1043.04058956093,532.109539344535,950.384699625314,132.365557050879,892.143854522927,209.137580140389,2710.84660840201,338.855826050251,608.881562434045,2673.78425242776,497.694494511306,12733.5665882946,262.083802960741,7915.46031164258,3227.07228090044,1328.95019279083
"2005","90005",2.13931069532669,101.617258028018,2.13931069532669,42.7862139065338,397.911789330765,529.479397093356,226.766933704629,1051.47120675307,542.315261265316,836.470481872736,20.3234516056036,508.086290140089,243.881419267243,3235.70742668162,761.594607536302,499.529047358782,2268.73899239396,531.618707788683,11802.5771061174,564.778023566246,8653.51176259646,1587.3685359324,996.918784022238
"2005","90006",2.54809265707246,81.5389650263186,0,58.6061311126665,514.714716728636,1021.78515548606,382.213898560869,1003.94850688655,512.166624071564,914.765263889012,127.404632853623,858.707225433418,201.299319908724,2609.2468808422,326.155860105275,586.061311126665,2573.57358364318,479.041419529622,12256.3256805185,252.261173050173,7618.79704464665,3106.12494897133,1279.14251385037
"2005","90007",9.7551458394303,0,39.0205833577212,7.31635937957272,21.9490781387182,31.7042239781485,2.43878645985758,53.6533021168666,60.9696614964394,1092.57633401619,14.6327187591454,17.071505219003,17.071505219003,13232.8553311872,17.071505219003,73.1635937957272,104.867817773876,2655.8384547849,17451.9559067408,5731.1481806653,11250.121939323,407.277338796215,63.4084479562969
"2005","90008",1.87423426812061,89.0261277357291,1.87423426812061,37.4846853624123,348.607573870434,463.872981359852,198.668832420785,921.186142781281,475.118386968575,732.82559883516,17.8052255471458,445.130638678646,213.66270656575,2834.77933053243,667.227399450938,437.633701606163,1987.62544134191,465.747215627972,10340.1504572214,494.797846783842,7581.27761454788,1390.6818269455,873.393168944206
"2005","90010",0.237140839644599,11.2641898831185,0.237140839644599,4.74281679289199,44.1081961738955,58.6923578120383,25.1369290023275,116.554722685321,60.1152028499059,92.7220683010383,2.25283797662369,56.3209494155923,27.0340557194843,358.675519962456,84.4221389134773,55.3723860570139,251.487860443098,58.9294986516829,1308.30601231925,62.6051816661742,959.234696362404,175.958503016293,110.507631274383
"2005","90011",25.2281527437535,0,100.912610975014,18.9211145578151,56.7633436734453,81.9914964171988,6.30703818593837,138.754840090644,157.675954648459,2825.55310730039,37.8422291156302,44.1492673015686,44.1492673015686,34221.9891969016,44.1492673015686,189.211145578151,271.20264199535,6868.36458448688,45133.165258575,14821.5397369552,29094.3671517337,1053.27537705171,163.982992834398
"2005","90012",218.459887462261,4355.25350110934,69.7212406794451,320.717707125448,3235.06556752625,8236.40256559846,2091.63722038335,9751.67752969839,4578.36147128356,6181.9500069108,422.975526788634,5252.3334645182,2305.44902513365,24834.7059300184,7711.16921914663,3676.63342516274,13855.9345643617,6335.33673640558,103433.784589313,9077.70553646376,76474.9048599274,13205.2029846869,4675.97120823479
"2005","90013",82.9215294928964,1653.13772627327,26.4643179232648,121.735862447018,1227.94435163949,3126.31809066835,793.929537697944,3701.47593353397,1737.82354362772,2346.50285586281,160.55019540114,1993.64528355262,875.086779329289,9426.59004426692,2926.95356231309,1395.55169848683,5259.34211528349,2404.72435529399,39260.6977830941,3445.65419360908,29027.8281860984,5012.34181466635,1774.87358872029
"2005","90014",66.7421721456929,2311.83523942953,12.7804159427923,144.844714018312,742.684170897816,2371.4771804959,739.844078466085,5123.52674684383,3537.33512372172,2945.17585170568,92.3030040312774,2206.75181945546,1080.65517027388,10769.6305011263,1711.1556901183,1857.42045035247,10754.0099927517,5968.45424528398,52443.7267981401,12584.4495650028,36175.6773491814,2943.75580548981,712.863200364634
"2005","90015",183.924238866714,6370.82257180872,35.2195351021367,399.154731157549,2046.64631760194,6535.18040228536,2038.81975424591,14119.1202942788,9747.98465993582,8116.14620020349,254.363309070987,6081.2397276356,2978.00735696955,29678.3282460672,4715.5044220083,5118.57243484386,29635.282147609,16447.5228926978,144521.405650779,34679.5022305706,99690.8507474368,8112.23291852547,1964.46740236362
"2005","90016",2.6807397808235,127.335139589116,2.6807397808235,53.61479561647,498.617599233171,663.483095753816,284.158416767291,1317.58360227475,679.567534438757,1048.16925430199,25.4670279178232,636.675697945581,305.604335013879,4054.61891849554,954.343361973166,625.952738822287,2842.92453756332,666.16383553464,14789.6413708032,707.715302137404,10843.5924134311,1989.10891737104,1249.22473786375
"2005","90017",163.455519232107,3258.67705362732,52.1666550740767,239.966613340753,2420.53279543716,6162.62085275092,1564.9996522223,7296.37615636085,3425.61034986437,4625.44341656813,316.477707449398,3929.88801558044,1724.97739444947,18581.7625373861,5769.63205119288,2750.92161090631,10367.2532517215,4740.2100577311,77390.9716908952,6792.09849064478,57219.8650622522,9880.36447103012,3498.64366696807
"2005","90018",11.8710922616304,0,47.4843690465216,8.9033191962228,26.7099575886684,38.5810498502988,2.9677730654076,65.2910074389672,74.19432663519,1329.5623333026,17.8066383924456,20.7744114578532,20.7744114578532,16103.1366529016,20.7744114578532,89.033191962228,127.614241812527,3231.90486822888,21237.3840560568,6974.26670370786,13690.3371507253,495.618101923069,77.1620997005976
"2005","90019",3.3664366268305,159.905739774449,3.3664366268305,67.32873253661,626.157212590473,833.193065140549,356.842282444033,1654.60360208719,853.391684901532,1316.27672109073,31.9811479548897,799.528698872244,383.773775458677,5091.73539808113,1198.45143915166,786.062952364922,3570.10604275374,836.559501767379,18572.6308702239,888.739269483252,13617.2361555294,2497.89597710823,1568.75946810301
"2005","90020",1.72788652312606,55.2923687400338,0,39.7413900318993,349.033077671464,692.882495773549,259.182978468909,680.787290111667,347.305191148337,620.311261802255,86.3943261563029,582.297758293481,136.503035326959,1769.35579968108,221.169474960135,397.413900318993,1745.16538835732,324.842666347699,8311.13417623634,171.06076578948,5166.38070414691,2106.29367169066,867.399034609281
"2005","90021",20.016173917521,693.326194419662,3.83288436718486,43.4393561614285,222.73316933752,711.212988133192,221.881417255924,1536.56075520033,1060.85721762861,883.266908615712,27.6819426518907,661.811367400587,324.09166704752,3229.84389341445,513.180629161973,557.0458613642,3225.15925696566,1789.95699947533,15728.0280627227,3774.1134735547,10849.1921393372,882.841032574914,213.789772480756
"2005","90022",440.003919042928,8382.35314126085,44.5573588904231,428.864579320323,3419.77729483998,13706.9575286664,2489.64242800239,24317.1786144484,12303.4007236181,5792.45665575501,345.319531400779,9479.57810393752,4232.9490945902,36403.3622134757,3909.90824263463,5931.69840228758,25386.5552278186,3937.75659194114,160952.319651931,50433.3605940977,86808.8744582669,16619.8948661278,7090.18973343858
"2005","90023",65.0837111180933,2484.40235199066,6.73279770187172,71.816508819965,648.592845280309,4077.83114143364,608.196059069079,6604.87454553615,2405.85304546883,1496.92535571615,60.5951793168455,1835.80950671035,1887.42762242471,8860.36177566318,1934.55720633781,1604.65011894609,6066.25072938642,1351.04807217559,42071.0085730957,12772.1172404506,26033.4844472373,2632.52390143184,632.882983975942
"2005","90024",11.6351355194464,942.445977075155,3.32432443412753,123.000004062719,2218.98655978013,2448.36494573493,942.445977075155,5313.93260795286,2501.55413668097,4015.78391642606,129.648652930974,2606.27035635599,1374.60815351173,17637.2032852636,1801.78384329712,3748.17579947879,24259.2575580457,1579.05410621058,71657.475339836,6519.00021532409,47785.5015783662,12682.2977161965,4670.67582994918
"2005","90025",278.260657771553,4003.86168682402,30.9178508635059,935.264988621054,7257.96549020802,16023.1762100119,4892.74989914981,29341.0404694671,16502.4028983963,20027.037896836,602.898091838366,17460.856275165,9994.19529162829,116830.828950473,13271.4874831599,17661.8223057778,73360.3306363837,22546.8427422117,371021.939824787,41259.8719773487,252251.015732629,49136.1944848268,28374.8576299826
"2005","90026",2.91441359938416,93.261235180293,0,67.0315127858356,588.711547075599,1168.67985335305,437.162039907624,1148.27895815736,585.797133476215,1046.27448217891,145.720679969208,982.157382992461,230.238674351348,2984.35952576938,373.044940721172,670.315127858356,2943.557735378,547.909756684221,14018.3294130378,288.526946339031,8714.09666215863,3552.67017764929,1463.03562689085
